,İlan Tarihi,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM,Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat
8560,06/06/2020,Rover,216,SLi,1999.0,Benzin/LPG,Otomatik Vites,1601-1800 cc,76-100 BG,Füme ,Hatchback 5 Kapı,Galeriden,2. El,278,29000
8561,27/05/2020,Rover,214,Si,1997.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,210000,21000
8562,13/05/2020,Rover,400,1.4,1998.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Füme ,Sedan,Sahibinden,2. El,191000,24000
8565,11/06/2020,Seat,Leon,1.6 TDI Style,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,90000,166000
8566,16/06/2020,Seat,Cordoba,1.4 TDI Stylance,2007.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Kırmızı ,Sedan,Sahibinden,2. El,206000,45000
8567,16/06/2020,Seat,Leon,1.4 EcoTSI FR,2017.0,Benzin,Otomatik Vites,1301-1600 cc,126-150 BG,Bordo ,Hatchback 5 Kapı,Galeriden,2. El,63000,146000
8568,16/06/2020,Seat,Cordoba,1.4 TDI Signo,2004.0,Dizel,Düz Vites,1301-1600 cc,51-75 BG,Beyaz ,Sedan,Sahibinden,2. El,228000,45500
8569,15/06/2020,Seat,Altea,1.6 Reference,2005.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Kırmızı ,Diğer,Galeriden,2. El,185000,59500
8570,14/06/2020,Seat,Leon,1.2 TSI Style,2015.0,Benzin,Düz Vites,1300 cc ve altı,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,105000,118750
8571,14/06/2020,Seat,Ibiza,"1.4
",2014.0,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,72500,79750
8572,13/06/2020,Seat,Leon,1.6 Signo,2004.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Füme ,Hatchback 5 Kapı,Galeriden,2. El,330000,45000
8573,12/06/2020,Seat,Toledo,1.6 Reference,2005.0,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Bordo ,Hatchback 5 Kapı,Galeriden,2. El,150000,64900
8574,11/06/2020,Seat,Ibiza,1.4 Style,2015.0,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,71000,75000
8575,11/06/2020,Seat,Toledo,1.6 16V Signo Plus,2003.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,243000,45950
8576,10/06/2020,Seat,Leon,1.6 Reference,2007.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,290000,56750
8577,06/06/2020,Seat,Cordoba,1.4 Stella,2004.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,122000,57500
8578,06/06/2020,Seat,Toledo,1.6 TDI Style,2015.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,115000,121500
8579,06/06/2020,Seat,Toledo,1.6 CR TDI Style DSG,2014.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,135000,113500
8580,05/06/2020,Seat,Ibiza,1.4 TDI Stylance,2008.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,390000,39750
8581,03/06/2020,Seat,Leon,1.6 TDi CR Style,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,106000,162900
8582,02/06/2020,Seat,Ibiza,1.0 EcoTSI Style,2016.0,Benzin,Otomatik Vites,1300 cc ve altı,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,61200,115000
8584,01/06/2020,Seat,Leon,2.0 TDI Stylance,2006.0,Dizel,Otomatik Vites,1801-2000 cc,126-150 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,187000,61500
8585,01/06/2020,Seat,Alhambra,1.4 TSI Style,2013.0,Benzin,Otomatik Vites,1301-1600 cc,126-150 BG,Beyaz ,MPV,Galeriden,2. El,86000,168000
8587,30/05/2020,Seat,Ibiza,"1.2 TSI
",2016.0,Benzin,Düz Vites,1300 cc ve altı,76-100 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,66450,108500
8588,28/05/2020,Seat,Leon,1.6 Style,2017.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,65000,168000
8589,23/05/2020,Seat,Toledo,1.6 16V Signo Plus,2001.0,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Gümüş Gri ,Sedan,Galeriden,2. El,250000,40500
8590,20/05/2020,Seat,Leon,1.4 TSI FR,2013.0,Benzin,Düz Vites,1301-1600 cc,126-150 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,109000,132900
8591,18/05/2020,Seat,Leon,1.2 TSI Style,2018.0,Benzin,Otomatik Vites,1300 cc ve altı,101-125 BG,Beyaz ,Hatchback 3 Kapı,Galeriden,0 km,10522,162900
8593,17/05/2020,Seat,Cordoba,1.4 TDI Signo,2004.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Sedan,Sahibinden,2. El,278000,44000
8594,16/05/2020,Seat,Cordoba,"1.9 TDI
",2001.0,Dizel,Düz Vites,2501-3000 cc,101-125 BG,Mavi ,Sedan,Sahibinden,2. El,245000,26500
8595,15/05/2020,Seat,Ibiza,1.2 TSI Style,2016.0,Benzin,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,63300,95000
8596,13/05/2020,Seat,Ibiza,"1.2 TSI Sport Tourer
",2016.0,Benzin,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Station Wagon,Sahibinden,2. El,48000,110000
8600,12/05/2020,Seat,Ibiza,"1.2 TSI
",2015.0,Benzin,Düz Vites,1300 cc ve altı,100 BG ve altı,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,59000,90000
8602,08/05/2020,Seat,Leon,1.4 TSI FR,2016.0,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,72000,142500
8604,06/05/2020,Seat,Leon,Diğer,2019.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,14000,215000
8605,02/05/2020,Seat,Leon,1.6 TDI Style,2014.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,134900
8611,28/04/2020,Seat,Altea,1.6 TDI Style XL,2011.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,MPV,Sahibinden,2. El,128000,90000
8612,27/04/2020,Seat,Cordoba,"1.4 TDI
",2006.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Gümüş Gri ,Sedan,Galeriden,2. El,171000,35000
8613,26/04/2020,Seat,Ibiza,1.4 Reference,2015.0,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,45800,58500
8615,22/04/2020,Seat,Exeo,1.6 Style,2010.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,133000,71000
8616,22/04/2020,Seat,Leon,1.6 TDI Style,2016.0,Dizel,Otomatik Vites,1300 cc ve altı,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,123000,158500
8617,18/04/2020,Seat,Leon,"1.6 TDI
",2016.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,138500,142000
8618,18/04/2020,Seat,Leon,"1.6 TDI
",2019.0,Dizel,Yarı Otomatik Vites,1601-1800 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,5000,210000
8710,13/04/2020,Seat,Leon,1.6 Stylance,2007.0,Benzin/LPG,Düz Vites,1601-1800 cc,176-200 BG,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,199999,55000
8711,11/04/2020,Seat,Leon,1.6 Stylance,2006.0,Benzin/LPG,Düz Vites,1601-1800 cc,101-125 BG,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,253000,56750
8712,08/04/2020,Seat,Leon,1.6 Stylance,2010.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,165000,85000
8713,07/04/2020,Seat,Leon,1.6 TDI Style,2015.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,152000,126000
8714,06/04/2020,Seat,Ibiza,1.2 TSI Reference,2017.0,Benzin,Düz Vites,1300 cc ve altı,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,34000,92000
8716,01/04/2020,Seat,Ibiza,"1.4 TSI Sport Coupe Cupra
",2013.0,Benzin,Otomatik Vites,1301-1600 cc,176-200 BG,Kırmızı ,Hatchback 3 Kapı,Galeriden,2. El,116000,109000
8717,28/03/2020,Seat,Ibiza,"1.4
",2014.0,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,52250,76500
8718,23/03/2020,Seat,Ibiza,1.4 TDI S-Rider,2005.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Füme ,Hatchback 5 Kapı,Sahibinden,2. El,290000,45500
8719,22/03/2020,Seat,Leon,1.2 TSI Style,2015.0,Benzin,Otomatik Vites,1300 cc ve altı,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,130000,120000
8720,19/03/2020,Seat,Ibiza,1.4 Style,2014.0,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,143000,83000
8721,19/03/2020,Seat,Toledo,"1.8
",2000.0,Benzin/LPG,Düz Vites,1601-1800 cc,101-125 BG,Gri ,Sedan,Sahibinden,2. El,288000,31500
8722,24/12/2019,Seat,Leon,1.6 TDi CR Style,2011.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,197300,48000
8724,16/06/2020,Skoda,Yeti,"1.6 TDI GreenLine Elegance
",2014.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Arazi Aracı,Galeriden,2. El,19000,161000
8727,15/06/2020,Skoda,Superb,1.6 TDI Prestige,2015.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,118000,209500
8728,15/06/2020,Skoda,Octavia,1.6 TDI  Style,2017.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,55000,177500
8729,14/06/2020,Skoda,Forman,LX,1993.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Kırmızı ,Station Wagon,Galeriden,2. El,137000,19500
8734,13/06/2020,Skoda,Octavia,1.6 Classic,2009.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,195000,82500
8735,13/06/2020,Skoda,Superb,1.6 TDI Prestige,2018.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,12000,301750
8736,13/06/2020,Skoda,Octavia,1.6 TDI Style CR,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,181000,152500
8737,12/06/2020,Skoda,Favorit,1.3 LX,1993.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,165000,16000
8738,12/06/2020,Skoda,Rapid,1.4 CR TDI Style,2016.0,Dizel,Otomatik Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,64000,109000
8739,12/06/2020,Skoda,Octavia,1.9 TDI GLX,2000.0,Dizel,Düz Vites,1801-2000 cc,100 BG ve altı,Kırmızı ,Station Wagon,Galeriden,2. El,367000,43000
8740,12/06/2020,Skoda,Octavia,1.6 TDI Ambition,2014.0,Dizel,Yarı Otomatik Vites,1601-1800 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,220000,106000
8741,11/06/2020,Skoda,Octavia,1.6 Tour,2008.0,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Galeriden,2. El,227000,66000
8742,11/06/2020,Skoda,Superb,1.9 TDI Elegance,2008.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Galeriden,2. El,292000,78000
8744,11/06/2020,Skoda,Octavia,1.6 TDI  Style,2019.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Gümüş ,Sedan,Galeriden,2. El,8500,212000
8745,11/06/2020,Skoda,Fabia,1.6 TDi Ambiente,2011.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,192000,45000
8746,09/06/2020,Skoda,Octavia,"1.2 TSI
",2016.0,Benzin,Düz Vites,1300 cc ve altı,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,42500,139900
8747,08/06/2020,Skoda,Superb,1.4 TSI Active,2016.0,Benzin,Düz Vites,1301-1600 cc,151-175 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,35000,150000
8748,08/06/2020,Skoda,Octavia,1.6 TDI Style CR,2016.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,67000,186500
8749,08/06/2020,Skoda,Superb,1.6 TDI Prestige,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,56000,251900
8750,07/06/2020,Skoda,Superb,1.6 TDi Elegance,2013.0,Dizel,Yarı Otomatik Vites,1601-1800 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,96000,157000
8751,06/06/2020,Skoda,Rapid,"1.6 CR TDI Elegance
",2015.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,94750,129000
8752,03/06/2020,Skoda,Superb,1.6 TDI Style,2017.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,36000,245000
8753,03/06/2020,Skoda,Octavia,1.6 TDI Style CR,2015.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,165000,143900
8754,02/06/2020,Skoda,Favorit,"1.3
",1993.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,179000,17500
8757,01/06/2020,Skoda,Favorit,1.3 LX,1990.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Bej ,Hatchback 5 Kapı,Sahibinden,2. El,22222,12500
8759,01/06/2020,Skoda,Yeti,1.2 TSI AmbitionDSGTiptronic,2011.0,Benzin/LPG,Otomatik Vites,1300 cc ve altı,101-125 BG,Siyah ,Diğer,Sahibinden,2. El,99000,97500
8760,29/05/2020,Skoda,Fabia,1.6 16V Ambiente,2005.0,Benzin,Düz Vites,1601-1800 cc,76-100 BG,Mavi ,Sedan,Galeriden,Hasarlı,11,13000
8762,29/05/2020,Skoda,Rapid,1.4 CR TDI Style,2016.0,Dizel,Otomatik Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,112000,110000
8763,29/05/2020,Skoda,Rapid,Diğer,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,86000,137500
8764,29/05/2020,Skoda,Superb,1.6 TDI Ambition,2013.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,192000,300000
8765,29/05/2020,Skoda,Felicia,1.3 GLX,1996.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Kırmızı ,Station Wagon,Sahibinden,2. El,220000,19500
8766,28/05/2020,Skoda,Octavia,1.6 TDI Optimal,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,115000,142750
8768,27/05/2020,Skoda,Octavia,1.6 TDI Style CR,2017.0,Dizel,Otomatik Vites,1601-1800 cc,126-150 BG,Siyah ,Sedan,Galeriden,2. El,125000,166800
8769,27/05/2020,Skoda,Octavia,1.6 Ambiente,2008.0,Benzin/LPG,Düz Vites,1601-1800 cc,251-275 BG,Kahverengi ,Sedan,Sahibinden,2. El,230000,68500
8770,22/05/2020,Skoda,Forman,Diğer,1994.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Bordo ,Hatchback 5 Kapı,Sahibinden,2. El,255000,15500
8771,21/05/2020,Skoda,Octavia,1.6 TDI Optimal CR,2016.0,Dizel,Otomatik Vites,1601-1800 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,44000,151000
8772,20/05/2020,Skoda,Fabia,"1.2
",2012.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,119000,69500
8773,19/05/2020,Skoda,Rapid,1.4 CR TDI Ambition,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,89000,123750
8774,18/05/2020,Skoda,Fabia,1.2 6V Classic,2007.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Bordo ,Hatchback 5 Kapı,Sahibinden,2. El,90000,52000
8785,14/05/2020,Skoda,Octavia,1.6 TDI Active,2012.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,210000,87000
8786,14/05/2020,Skoda,Superb,1.4 TSI Elegance,2010.0,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,197715,99000
8799,12/05/2020,Skoda,Felicia,1.3 GLXi,2000.0,Benzin/LPG,Düz Vites,1300 cc ve altı,100 BG ve altı,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,155000,23750
8800,12/05/2020,Skoda,Forman,LX,1983.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Lacivert ,Station Wagon,Sahibinden,2. El,180000,14650
8803,10/05/2020,Skoda,Superb,1.6 TDi Elegance,2011.0,Dizel,Düz Vites,1601-1800 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,180000,114500
8804,09/05/2020,Skoda,Superb,1.6 TDi Elegance,2013.0,Dizel,Otomatik Vites,1601-1800 cc,76-100 BG,Mavi ,Sedan,Galeriden,2. El,165000,115000
8805,08/05/2020,Skoda,Superb,1.6 TDi Comfort,2012.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,66000,94000
8806,08/05/2020,Skoda,Fabia,1.4 16V Classic,2003.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Lacivert ,Sedan,Sahibinden,2. El,342000,33000
8807,08/05/2020,Skoda,Forman,135 L,1993.0,Benzin/LPG,Düz Vites,1301-1600 cc,126-150 BG,Beyaz ,Station Wagon,Sahibinden,2. El,192222,14250
8808,07/05/2020,Skoda,Superb,1.6 TDI Prestige,2012.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,148000,123500
8809,06/05/2020,Skoda,Octavia,1.6 TDI Optimal,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,88000,143000
8811,05/05/2020,Skoda,Octavia,1.6 TDI  Elegance CR,2013.0,Dizel,Yarı Otomatik Vites,1601-1800 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,145500,138500
8812,04/05/2020,Skoda,Superb,"2.0 TDI
",2018.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,65000,230000
8813,03/05/2020,Skoda,Favorit,LX,1994.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,69000,14000
8820,29/04/2020,Skoda,1201,Diğer,2019.0,Dizel,Yarı Otomatik Vites,1601-1800 cc,126-150 BG,Gri ,Sedan,Sahibinden,2. El,8000,262500
8822,28/04/2020,Skoda,Rapid,Diğer,2016.0,Dizel,Düz Vites,1601-1800 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,58000,106500
8823,28/04/2020,Skoda,Superb,1.6 TDI Prestige,2014.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,126000,155000
8824,27/04/2020,Skoda,Kodiaq,1.4 TSI Ambition,2017.0,Benzin,Otomatik Vites,1301-1600 cc,126-150 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,27330,234000
8825,25/04/2020,Skoda,Favorit,1.3 LX,1994.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Bordo ,Hatchback 5 Kapı,Sahibinden,2. El,143000,14000
8826,24/04/2020,Skoda,Fabia,1.4 16V Elegance Otm,2004.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,51-75 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,172000,55000
8829,22/04/2020,Skoda,Fabia,1.4 Classic,2003.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,150000,42000
8830,21/04/2020,Skoda,Fabia,1.4 Comfort,2002.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,51-75 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,214500,45000
8831,21/04/2020,Skoda,Fabia,1.2 Ambiente,2012.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,146000,51000
8832,20/04/2020,Skoda,Octavia,1.6 Ambition Optimal,2016.0,Dizel,Otomatik Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,187000,132500
8833,20/04/2020,Skoda,Octavia,"1.6 TDI 
",2018.0,Dizel,Yarı Otomatik Vites,1601-1800 cc,126-150 BG,Mavi ,Sedan,Galeriden,2. El,53000,268500
8834,19/04/2020,Skoda,Felicia,1.3 GLX,2000.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,198000,30000
8835,18/04/2020,Skoda,Superb,1.6 TDI Ambition,2013.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,201,138750
8975,16/04/2020,Skoda,Forman,GLX,1994.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Station Wagon,Sahibinden,2. El,22000,9900
8978,13/04/2020,Skoda,Fabia,1.4 Comfort,2003.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Gri ,Hatchback 5 Kapı,Galeriden,2. El,255500,36750
8979,12/04/2020,Skoda,Octavia,"1.6
",2007.0,Benzin/LPG,Düz Vites,Bilmiyorum,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,240000,51000
8980,11/04/2020,Skoda,Fabia,"1.4
",2011.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,126000,68500
8981,10/04/2020,Skoda,Rapid,1.2 TSI Ambition,2015.0,Benzin,Düz Vites,1300 cc ve altı,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,60000,90000
8982,09/04/2020,Skoda,Superb,1.9 TDI Elegance,2006.0,Dizel,Otomatik Vites,1801-2000 cc,126-150 BG,Siyah ,Sedan,Sahibinden,2. El,226000,65000
8983,08/04/2020,Skoda,Octavia,1.6 TDI Style CR,2016.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Füme ,Sedan,Galeriden,2. El,88,182000
8984,08/04/2020,Skoda,Octavia,1.6 TDI  Elegance CR,2014.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,172000,145000
8985,07/04/2020,Skoda,Rapid,1.2 TSI Ambition,2015.0,Benzin,Yarı Otomatik Vites,1300 cc ve altı,76-100 BG,Sarı ,Hatchback 5 Kapı,Galeriden,2. El,117000,115500
8986,07/04/2020,Skoda,Octavia,1.6 TDI Optimal,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,89000,146500
8987,06/04/2020,Skoda,Fabia,1.4 16V Elegance,2003.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Sahibinden,2. El,176000,35000
8988,02/04/2020,Skoda,Superb,1.6 TDI Prestige,2015.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,157000,157000
8989,02/04/2020,Skoda,Octavia,1.6 TDI  Elegance CR,2014.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,85000,149500
8990,02/04/2020,Skoda,Favorit,"1.4
",1994.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,257254,12000
8991,01/04/2020,Skoda,Rapid,1.2 Ambition,2015.0,Benzin/LPG,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Sedan,Sahibinden,2. El,98000,92000
8992,01/04/2020,Skoda,Octavia,1.6 TDI Optimal,2016.0,Dizel,Yarı Otomatik Vites,1601-1800 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,77000,144900
8993,28/03/2020,Skoda,Felicia,1.3 GLXi,1999.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Lacivert ,Hatchback 5 Kapı,Sahibinden,Hasarlı,220000,16900
8994,21/03/2020,Skoda,Rapid,1.6 TDI Elegance,2013.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Füme ,Sedan,Sahibinden,2. El,174000,89000
8995,20/03/2020,Skoda,Favorit,135 LX,1993.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Mavi ,Sedan,Galeriden,2. El,161000,16000
8997,16/06/2020,Tofaş,Kartal,Kartal,1993.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Station Wagon,Galeriden,2. El,111111,16500
